userid,gender,age,occupation,zipcode,age_desc,occ_desc
5558,M,1,10,2446,Under 18,K-12 student
5559,M,50,1,77706,50-55,academic/educator
5560,F,35,17,98036,35-44,technician/engineer
5561,F,25,3,74075,25-34,clerical/admin
5562,F,35,1,54650,35-44,academic/educator
5563,F,25,7,11753,25-34,executive/managerial
5564,M,45,20,2446,45-49,writer
5565,M,18,17,2114,18-24,technician/engineer
5566,M,35,7,20901,35-44,executive/managerial
5567,M,50,3,78704,50-55,clerical/admin
5568,M,18,4,49841,18-24,college/grad student
5569,F,18,1,7666,18-24,academic/educator
5570,M,25,1,7666,25-34,academic/educator
5571,F,25,9,7307,25-34,homemaker
5572,F,25,4,63119,25-34,college/grad student
5573,F,35,1,14619,35-44,academic/educator
5574,M,25,0,20878,25-34,other or not specified
5575,M,35,7,19808,35-44,executive/managerial
5576,M,25,4,55369,25-34,college/grad student
5577,M,50,1,12970,50-55,academic/educator
5578,F,18,1,2109,18-24,academic/educator
5579,F,35,7,7039,35-44,executive/managerial
5580,M,45,7,1581,45-49,executive/managerial
5581,M,25,0,10016,25-34,other or not specified
5582,M,45,1,50011,45-49,academic/educator
5583,M,56,15,37830,56+,scientist
5584,F,50,0,10016,50-55,other or not specified
5585,M,25,4,10016,25-34,college/grad student
5586,M,35,20,94107,35-44,writer
5587,M,25,17,22041,25-34,technician/engineer
5588,F,25,20,60640,25-34,writer
5589,F,25,0,4101,25-34,other or not specified
5590,F,45,12,94117,45-49,programmer
5591,M,18,0,10009,18-24,other or not specified
5592,M,25,1,53706,25-34,academic/educator
5593,M,50,16,90210,50-55,self-employed
5594,F,45,0,55419,45-49,other or not specified
5595,M,25,20,90027,25-34,writer
5596,M,35,12,22201,35-44,programmer
5597,F,18,4,95008,18-24,college/grad student
5598,M,18,4,27607,18-24,college/grad student
5599,M,35,7,90020,35-44,executive/managerial
5600,F,45,0,12833-2000,45-49,other or not specified
5601,M,35,1,98225,35-44,academic/educator
5602,M,35,0,97212,35-44,other or not specified
5603,M,50,7,2461,50-55,executive/managerial
5604,M,35,15,63117,35-44,scientist
5605,F,18,2,95008,18-24,artist
5606,F,25,14,21046,25-34,sales/marketing
5607,M,18,4,11209,18-24,college/grad student
5608,M,18,3,78722,18-24,clerical/admin
5609,F,50,1,30602,50-55,academic/educator
5610,F,25,1,54880,25-34,academic/educator
5611,F,35,7,4015,35-44,executive/managerial
5612,F,25,1,2148,25-34,academic/educator
5613,F,35,0,98622,35-44,other or not specified
5614,M,25,0,12833,25-34,other or not specified
5615,M,35,7,7028,35-44,executive/managerial
5616,M,45,1,8840,45-49,academic/educator
5617,M,25,14,48336,25-34,sales/marketing
5618,F,18,4,92612,18-24,college/grad student
5619,F,18,4,22310,18-24,college/grad student
5620,M,35,14,55330,35-44,sales/marketing
5621,M,25,7,2135,25-34,executive/managerial
5622,M,35,15,1775,35-44,scientist
5623,M,25,11,84109,25-34,lawyer
5624,M,25,7,19380,25-34,executive/managerial
5625,M,25,1,1760,25-34,academic/educator
5626,M,56,16,32043,56+,self-employed
5627,M,25,0,7040,25-34,other or not specified
5628,M,18,4,90024,18-24,college/grad student
5629,M,25,14,2465,25-34,sales/marketing
5630,M,35,17,6854,35-44,technician/engineer
5631,M,35,12,1944,35-44,programmer
5632,F,18,4,78628,18-24,college/grad student
5633,M,50,1,98262,50-55,academic/educator
5634,M,25,14,55406,25-34,sales/marketing
5635,F,35,9,6854,35-44,homemaker
5636,M,25,7,98102,25-34,executive/managerial
5637,M,1,10,11102,Under 18,K-12 student
5638,M,18,1,32601,18-24,academic/educator
5639,F,18,4,62025,18-24,college/grad student
5640,M,35,17,78765,35-44,technician/engineer
5641,F,25,17,48473,25-34,technician/engineer
5642,M,1,10,73013,Under 18,K-12 student
5643,F,35,1,84108,35-44,academic/educator
5644,F,18,4,92833,18-24,college/grad student
5645,M,25,2,87123,25-34,artist
5646,M,18,4,96744,18-24,college/grad student
5647,M,18,1,62522,18-24,academic/educator
5648,M,25,17,48473,25-34,technician/engineer
5649,F,18,4,90025,18-24,college/grad student
5650,F,35,12,91104,35-44,programmer
5651,F,25,6,74105,25-34,doctor/health care
5652,M,18,0,47901,18-24,other or not specified
5653,M,50,1,74105,50-55,academic/educator
5654,M,25,4,95616,25-34,college/grad student
5655,F,25,6,77054,25-34,doctor/health care
5656,M,25,15,3755,25-34,scientist
5657,M,50,14,92026,50-55,sales/marketing
5658,M,56,0,32043,56+,other or not specified
5659,M,25,0,20874,25-34,other or not specified
5660,M,25,2,78722,25-34,artist
5661,F,25,15,3255,25-34,scientist
5662,M,1,10,7960,Under 18,K-12 student
5663,F,35,20,75093,35-44,writer
5664,M,18,4,48363,18-24,college/grad student
5665,M,18,4,10461-1301,18-24,college/grad student
5666,M,18,16,11209,18-24,self-employed
5667,M,35,7,10009,35-44,executive/managerial
5668,F,25,3,41030,25-34,clerical/admin
5669,M,56,1,90024,56+,academic/educator
5670,M,18,4,48109,18-24,college/grad student
5671,M,25,1,2146,25-34,academic/educator
5672,F,25,4,43212,25-34,college/grad student
5673,F,35,1,55417,35-44,academic/educator
5674,M,35,7,94306,35-44,executive/managerial
5675,M,35,14,30030,35-44,sales/marketing
5676,M,25,20,78746,25-34,writer
5677,M,25,1,13210,25-34,academic/educator
5678,M,35,17,98103,35-44,technician/engineer
5679,M,35,2,33020,35-44,artist
5680,M,50,20,94117,50-55,writer
5681,F,25,7,92122,25-34,executive/managerial
5682,M,18,0,23455-4959,18-24,other or not specified
5683,F,18,9,94538,18-24,homemaker
5684,M,18,16,94110,18-24,self-employed
5685,M,25,17,94117,25-34,technician/engineer
5686,M,56,16,60610,56+,self-employed
5687,F,1,0,55403,Under 18,other or not specified
5688,F,18,4,78666,18-24,college/grad student
5689,M,25,0,84119,25-34,other or not specified
5690,M,18,4,78666,18-24,college/grad student
5691,M,35,14,66013,35-44,sales/marketing
5692,F,25,7,29615,25-34,executive/managerial
5693,F,25,4,90034,25-34,college/grad student
5694,F,25,12,90640,25-34,programmer
5695,F,35,3,21221,35-44,clerical/admin
5696,F,25,14,97367,25-34,sales/marketing
5697,M,25,0,95826,25-34,other or not specified
5698,M,35,14,55418,35-44,sales/marketing
5699,M,35,15,94706,35-44,scientist
5700,F,18,14,55426,18-24,sales/marketing
5701,M,25,7,55311,25-34,executive/managerial
5702,M,18,0,90034,18-24,other or not specified
5703,M,56,1,14068,56+,academic/educator
5704,F,18,4,90024,18-24,college/grad student
5705,F,18,4,90024,18-24,college/grad student
5706,M,18,17,8550,18-24,technician/engineer
5707,M,25,12,1060,25-34,programmer
5708,M,35,1,90034,35-44,academic/educator
5709,M,18,4,90024,18-24,college/grad student
5710,M,25,15,90034,25-34,scientist
5711,M,25,7,47714,25-34,executive/managerial
5712,M,35,1,90024,35-44,academic/educator
5713,F,50,7,91362,50-55,executive/managerial
5714,M,35,2,96753,35-44,artist
5715,M,18,4,90024,18-24,college/grad student
5716,M,1,10,3756,Under 18,K-12 student
5717,M,25,0,3766,25-34,other or not specified
5718,F,35,14,38018,35-44,sales/marketing
5719,M,56,7,21773,56+,executive/managerial
5720,M,25,0,60610,25-34,other or not specified
5721,M,45,11,90046,45-49,lawyer
5722,M,25,20,48103,25-34,writer
5723,M,18,12,55057,18-24,programmer
5724,M,25,15,94102,25-34,scientist
5725,M,18,2,10018,18-24,artist
5726,M,25,1,77845,25-34,academic/educator
5727,M,25,4,92843,25-34,college/grad student
5728,F,35,20,9824,35-44,writer
5729,M,18,10,99016,18-24,K-12 student
5730,M,18,0,94111,18-24,other or not specified
5731,F,25,11,10022,25-34,lawyer
5732,F,25,11,2111,25-34,lawyer
5733,M,25,4,48109,25-34,college/grad student
5734,F,25,14,10022,25-34,sales/marketing
5735,M,25,6,19342,25-34,doctor/health care
5736,M,25,1,8904,25-34,academic/educator
5737,M,45,15,93555,45-49,scientist
5738,M,25,12,55406,25-34,programmer
5739,M,25,7,90212,25-34,executive/managerial
5740,M,25,1,60613,25-34,academic/educator
5741,M,50,13,60622,50-55,retired
5742,F,25,12,20850,25-34,programmer
5743,F,35,0,55442,35-44,other or not specified
5744,F,25,4,66044,25-34,college/grad student
5745,F,18,4,90024,18-24,college/grad student
5746,M,18,15,94061,18-24,scientist
5747,M,25,0,3755,25-34,other or not specified
5748,M,25,0,92155,25-34,other or not specified
5749,M,25,2,94117,25-34,artist
5750,M,18,1,4101,18-24,academic/educator
5751,F,1,0,14167,Under 18,other or not specified
5752,F,56,0,14850,56+,other or not specified
5753,M,18,17,78758,18-24,technician/engineer
5754,F,18,1,60640,18-24,academic/educator
5755,F,35,2,78744,35-44,artist
5756,F,1,10,98110,Under 18,K-12 student
5757,M,1,10,5667,Under 18,K-12 student
5758,F,50,1,29642,50-55,academic/educator
5759,F,25,1,8904,25-34,academic/educator
5760,M,18,12,10549,18-24,programmer
5761,M,25,20,90048,25-34,writer
5762,F,35,6,55125,35-44,doctor/health care
5763,F,25,1,8904,25-34,academic/educator
5764,F,50,12,77098,50-55,programmer
5765,M,25,11,44515,25-34,lawyer
5766,M,56,14,96744,56+,sales/marketing
5767,M,25,2,75287,25-34,artist
5768,F,1,7,20852,Under 18,executive/managerial
5769,M,45,14,5602,45-49,sales/marketing
5770,M,25,0,80231,25-34,other or not specified
5771,M,25,7,95616,25-34,executive/managerial
5772,M,35,7,16365,35-44,executive/managerial
5773,M,25,6,89123,25-34,doctor/health care
5774,M,18,4,94118,18-24,college/grad student
5775,M,25,11,10024,25-34,lawyer
5776,M,18,12,97205,18-24,programmer
5777,M,1,0,5667,Under 18,other or not specified
5778,M,35,12,85257,35-44,programmer
5779,M,25,5,10011,25-34,customer service
5780,M,18,17,92886,18-24,technician/engineer
5781,M,25,2,11106,25-34,artist
5782,F,35,0,55459,35-44,other or not specified
5783,F,45,1,92106,45-49,academic/educator
5784,M,18,10,56137,18-24,K-12 student
5785,F,25,7,60607,25-34,executive/managerial
5786,M,25,6,53211,25-34,doctor/health care
5787,M,25,20,90802,25-34,writer
5788,M,25,0,92646,25-34,other or not specified
5789,M,25,17,91107,25-34,technician/engineer
5790,F,35,0,55303,35-44,other or not specified
5791,M,18,4,44074,18-24,college/grad student
5792,M,25,17,43201,25-34,technician/engineer
5793,M,25,2,91602,25-34,artist
5794,M,35,17,53703,35-44,technician/engineer
5795,M,25,1,92688,25-34,academic/educator
5796,F,25,7,10003,25-34,executive/managerial
5797,M,25,7,78757,25-34,executive/managerial
5798,M,35,0,80027,35-44,other or not specified
5799,M,25,5,80916,25-34,customer service
5800,M,35,18,90804,35-44,tradesman/craftsman
5801,M,25,16,4103,25-34,self-employed
5802,F,25,0,98105,25-34,other or not specified
5803,M,1,10,1597,Under 18,K-12 student
5804,F,35,7,94306,35-44,executive/managerial
5805,F,25,0,90802,25-34,other or not specified
5806,F,50,1,8826,50-55,academic/educator
5807,M,35,7,1940,35-44,executive/managerial
5808,F,25,7,37206,25-34,executive/managerial
5809,M,25,7,37206,25-34,executive/managerial
5810,M,50,16,95070,50-55,self-employed
5811,M,18,4,60202,18-24,college/grad student
5812,F,25,7,92120,25-34,executive/managerial
5813,M,25,7,94117,25-34,executive/managerial
5814,M,25,0,91403,25-34,other or not specified
5815,M,25,20,90048,25-34,writer
5816,M,25,0,70119,25-34,other or not specified
5817,M,25,17,33028,25-34,technician/engineer
5818,M,25,4,92821,25-34,college/grad student
5819,M,50,6,70808,50-55,doctor/health care
5820,M,45,0,43615,45-49,other or not specified
5821,M,25,15,2139,25-34,scientist
5822,F,35,4,78212,35-44,college/grad student
5823,M,25,12,2144,25-34,programmer
5824,M,18,12,18052,18-24,programmer
5825,F,25,4,43201,25-34,college/grad student
5826,M,18,4,60201,18-24,college/grad student
5827,M,25,2,55118,25-34,artist
5828,M,25,17,90048,25-34,technician/engineer
5829,F,25,4,78223,25-34,college/grad student
5830,F,18,4,78209,18-24,college/grad student
5831,M,25,1,92120,25-34,academic/educator
5832,F,25,0,78240,25-34,other or not specified
5833,F,35,0,78253,35-44,other or not specified
5834,M,56,16,92106,56+,self-employed
5835,F,35,0,55406,35-44,other or not specified
5836,M,25,0,91604,25-34,other or not specified
5837,M,25,7,60607,25-34,executive/managerial
5838,F,45,7,2038,45-49,executive/managerial
5839,M,25,1,27106,25-34,academic/educator
5840,F,1,0,44260,Under 18,other or not specified
5841,F,35,7,10024,35-44,executive/managerial
5842,M,25,4,43201,25-34,college/grad student
5843,M,35,1,83301,35-44,academic/educator
5844,F,1,10,2131,Under 18,K-12 student
5845,F,25,3,79411,25-34,clerical/admin
5846,M,45,16,78204,45-49,self-employed
5847,F,18,4,2464,18-24,college/grad student
5848,M,50,20,20009,50-55,writer
5849,M,35,17,97124,35-44,technician/engineer
5850,F,25,7,78230,25-34,executive/managerial
5851,F,18,20,55410,18-24,writer
5852,F,25,1,94044,25-34,academic/educator
5853,M,50,19,13903,50-55,unemployed
5854,M,45,7,33135,45-49,executive/managerial
5855,M,50,7,19462,50-55,executive/managerial
5856,F,25,7,78232,25-34,executive/managerial
5857,F,45,2,43229,45-49,artist
5858,M,25,4,1002,25-34,college/grad student
5859,M,25,7,89117,25-34,executive/managerial
5860,F,25,4,91428,25-34,college/grad student
5861,F,50,1,98499,50-55,academic/educator
5862,F,25,9,76120,25-34,homemaker
5863,F,25,14,89511,25-34,sales/marketing
5864,F,50,1,28043,50-55,academic/educator
5865,M,25,17,95926,25-34,technician/engineer
5866,F,25,6,6114,25-34,doctor/health care
5867,F,45,3,91306,45-49,clerical/admin
5868,M,35,14,85331,35-44,sales/marketing
5869,F,25,7,19103,25-34,executive/managerial
5870,M,25,14,98109,25-34,sales/marketing
5871,F,25,4,1002,25-34,college/grad student
5872,M,25,17,61265,25-34,technician/engineer
5873,M,18,12,10021,18-24,programmer
5874,M,25,4,1002,25-34,college/grad student
5875,M,25,4,19103,25-34,college/grad student
5876,M,50,7,30066,50-55,executive/managerial
5877,M,18,12,2138,18-24,programmer
5878,F,25,0,60640,25-34,other or not specified
5879,M,35,7,2135,35-44,executive/managerial
5880,M,25,1,8904,25-34,academic/educator
5881,M,35,17,30303,35-44,technician/engineer
5882,M,35,7,60510,35-44,executive/managerial
5883,F,18,0,2138,18-24,other or not specified
5884,M,18,4,20057,18-24,college/grad student
5885,M,25,1,96930,25-34,academic/educator
5886,M,25,20,2139,25-34,writer
5887,F,35,20,61821,35-44,writer
5888,M,25,20,64114,25-34,writer
5889,M,50,20,6033,50-55,writer
5890,M,35,20,77008,35-44,writer
5891,M,18,4,55404,18-24,college/grad student
5892,M,45,2,10920,45-49,artist
5893,M,25,7,2139,25-34,executive/managerial
5894,M,35,0,70748,35-44,other or not specified
5895,M,25,1,43026,25-34,academic/educator
5896,M,25,0,60657,25-34,other or not specified
5897,M,25,20,2152,25-34,writer
5898,F,18,0,2143,18-24,other or not specified
5899,M,35,17,30024,35-44,technician/engineer
5900,M,25,7,60628,25-34,executive/managerial
5901,F,35,7,92075,35-44,executive/managerial
5902,M,50,16,77079,50-55,self-employed
5903,M,25,11,6851,25-34,lawyer
5904,F,45,12,954025,45-49,programmer
5905,F,35,20,78006,35-44,writer
5906,F,18,4,19803,18-24,college/grad student
5907,M,25,2,11217,25-34,artist
5908,M,25,4,19711,25-34,college/grad student
5909,M,18,20,91330,18-24,writer
5910,F,45,20,10033,45-49,writer
5911,F,25,17,80301,25-34,technician/engineer
5912,M,25,1,77064,25-34,academic/educator
5913,F,18,0,47901,18-24,other or not specified
5914,M,35,2,91344,35-44,artist
5915,M,18,4,58102,18-24,college/grad student
5916,M,50,20,48230,50-55,writer
5917,F,50,1,94550,50-55,academic/educator
5918,M,25,12,55105,25-34,programmer
5919,M,18,0,47933,18-24,other or not specified
5920,F,25,1,5401,25-34,academic/educator
5921,M,25,6,15146,25-34,doctor/health care
5922,M,56,3,94561,56+,clerical/admin
5923,M,25,7,5401,25-34,executive/managerial
5924,M,35,0,55417,35-44,other or not specified
5925,F,25,0,90035-4444,25-34,other or not specified
5926,F,50,7,65712,50-55,executive/managerial
5927,M,35,14,10003,35-44,sales/marketing
5928,M,45,1,14760,45-49,academic/educator
5929,F,35,0,33607,35-44,other or not specified
5930,F,35,17,78681,35-44,technician/engineer
5931,F,18,7,94111,18-24,executive/managerial
5932,M,18,14,90038,18-24,sales/marketing
5933,M,25,2,98227,25-34,artist
5934,M,25,14,77075,25-34,sales/marketing
5935,M,18,0,35115,18-24,other or not specified
5936,M,18,4,37130,18-24,college/grad student
5937,M,25,12,60622,25-34,programmer
5938,M,25,1,35401,25-34,academic/educator
5939,F,45,15,77040,45-49,scientist
5940,M,50,12,3062,50-55,programmer
5941,F,25,0,60640,25-34,other or not specified
5942,M,45,1,1867,45-49,academic/educator
5943,F,45,1,19806,45-49,academic/educator
5944,F,18,10,27606,18-24,K-12 student
5945,F,35,2,35229,35-44,artist
5946,F,56,1,55406,56+,academic/educator
5947,F,45,16,97215,45-49,self-employed
5948,M,56,13,12124,56+,retired
5949,M,18,17,47901,18-24,technician/engineer
5950,M,25,4,19713,25-34,college/grad student
5951,M,18,4,77005,18-24,college/grad student
5952,F,45,1,78231,45-49,academic/educator
5953,M,1,10,21030,Under 18,K-12 student
5954,M,45,11,70802,45-49,lawyer
5955,F,25,7,34952,25-34,executive/managerial
5956,F,18,4,2142,18-24,college/grad student
5957,M,18,20,2038,18-24,writer
5958,M,45,14,94301,45-49,sales/marketing
5959,F,18,4,14850,18-24,college/grad student
5960,F,45,0,70460,45-49,other or not specified
5961,F,45,0,78757,45-49,other or not specified
5962,M,35,7,80221,35-44,executive/managerial
5963,M,25,15,2140,25-34,scientist
5964,M,18,5,97202,18-24,customer service
5965,M,25,17,77449,25-34,technician/engineer
5966,F,35,9,10021,35-44,homemaker
5967,M,50,16,73069-5429,50-55,self-employed
5968,M,56,7,98103,56+,executive/managerial
5969,M,45,13,77706,45-49,retired
5970,M,35,11,55438,35-44,lawyer
5971,M,35,7,49504,35-44,executive/managerial
5972,F,25,20,55428,25-34,writer
5973,M,1,10,54701,Under 18,K-12 student
5974,F,25,1,32303,25-34,academic/educator
5975,M,25,14,55104,25-34,sales/marketing
5976,F,25,1,26542,25-34,academic/educator
5977,M,35,1,90012,35-44,academic/educator
5978,M,35,1,49307,35-44,academic/educator
5979,M,25,1,43214,25-34,academic/educator
5980,M,56,1,42503,56+,academic/educator
5981,M,35,7,1776,35-44,executive/managerial
5982,M,35,1,56082,35-44,academic/educator
